chr,start,end,name,score,strand,reads,bases_covered,region_length,FPKM,abundance,
III,47110,48364,YCL044C,0,-,2,262,1254,0.213234662,not_preferential,
III,17289,18561,YCL063W,0,+,2,300,1272,0.21021719,not_preferential,
V,263,4097,YEL077C,0,-,6,636,3834,0.209230255,not_preferential,
IX,268650,270573,YIL046W,0,+,3,196,1923,0.208577431,not_preferential,
XII,377984,380564,YLR115W,0,+,4,569,2580,0.207283927,not_preferential,
I,137697,138345,YAL007C,0,-,1,86,648,0.20632428,not_preferential,
XII,337526,339473,YLR098C,0,-,3,291,1947,0.206006368,not_preferential,
IV,1014400,1015702,YDR277C,0,-,2,257,1302,0.205373476,not_preferential,
III,57373,58678,YCL037C,0,-,2,300,1305,0.204901353,not_preferential,
VII,516942,520863,YGR014W,0,+,6,816,3921,0.204587809,not_preferential,
XII,371619,372927,YLR113W,0,+,2,201,1308,0.204431396,not_preferential,
XII,550649,551960,YLR203C,0,-,2,19,1311,0.20396359,not_preferential,
XII,323543,326225,YLR092W,0,+,4,490,2682,0.199400646,not_preferential,
V,80461,81145,YEL038W,0,+,1,6,684,0.195465107,not_preferential,
X,122264,122948,YJL158C,0,-,1,39,684,0.195465107,not_preferential,
V,503083,503782,YER163C,0,-,1,117,699,0.191270577,not_preferential,
VII,472854,474276,YGL012W,0,+,2,259,1422,0.188042381,not_preferential,
XII,161754,163893,YLR006C,0,-,3,428,2139,0.187514913,not_preferential,
X,433220,434651,YJL002C,0,-,2,300,1431,0.186859725,not_preferential,
X,411233,413399,YJL012C,0,-,3,211,2166,0.18517747,not_preferential,
XII,782173,782896,YLR326W,0,+,1,150,723,0.184921346,not_preferential,
XVI,427926,428655,YPL065W,0,+,1,83,729,0.18339936,not_preferential,
XII,520542,522012,YLR183C,0,-,2,19,1470,0.181902222,not_preferential,
XIV,706138,707608,YNR045W,0,+,2,134,1470,0.181902222,not_preferential,
XIV,198501,199977,YNL240C,0,-,2,300,1476,0.181162782,not_preferential,
III,1391,2135,YCL076W,0,+,1,111,744,0.179701792,not_preferential,
IV,1506605,1507362,YDR535C,0,-,1,51,757,0.176615764,not_preferential,
XII,778172,778952,YLR323C,0,-,1,150,780,0.171407863,not_preferential,
III,48652,50221,YCL043C,0,-,2,293,1569,0.170424644,not_preferential,
IX,422073,422865,YIR036C,0,-,1,45,792,0.168810774,not_preferential,
IV,199995,201582,YDL143W,0,+,2,300,1587,0.168491661,not_preferential,
IV,1503313,1504900,YDR534C,0,-,2,201,1587,0.168491661,not_preferential,
IV,1401769,1402564,YDR471W,0,+,1,87,795,0.168173752,not_preferential,
VIII,120090,121683,YHR007C,0,-,2,300,1593,0.167857041,not_preferential,
VI,249065,249866,YFR050C,0,-,1,8,801,0.166914024,not_preferential,
XVI,900754,901558,YPR183W,0,+,1,150,804,0.16629121,not_preferential,
II,662498,663303,YBR219C,0,-,1,78,805,0.166084637,not_preferential,
XII,329676,332115,YLR095C,0,-,3,405,2439,0.164450348,not_preferential,
VII,414101,415730,YGL045W,0,+,2,239,1629,0.164147493,not_preferential,
III,18815,22106,YCL061C,0,-,4,319,3291,0.162501529,not_preferential,
XV,573174,574830,YOR132W,0,+,2,128,1656,0.161471175,not_preferential,
III,59025,60726,YCL036W,0,+,2,275,1701,0.157199451,not_preferential,
VII,492473,494174,YGL003C,0,-,2,300,1701,0.157199451,not_preferential,
XII,199539,201315,YLR028C,0,-,2,144,1776,0.150560961,not_preferential,
VI,11362,12259,YFL059W,0,+,1,150,897,0.149050316,not_preferential,
XV,19490,21311,YOL158C,0,-,2,20,1821,0.146840344,not_preferential,
X,85659,87495,YJL181W,0,+,2,261,1836,0.145640668,not_preferential,
XI,98720,99641,YKL183W,0,+,1,7,921,0.145166268,not_preferential,
IV,384600,385587,YDL037C,0,-,1,150,987,0.135459101,not_preferential,
XIII,280589,282584,YMR008C,0,-,2,19,1995,0.134033216,not_preferential,
VII,546440,547469,YGR031W,0,+,1,27,1029,0.129930159,not_preferential,
XI,171782,173861,YKL146W,0,+,2,237,2079,0.128617733,not_preferential,
XII,341809,342853,YLR100W,0,+,1,123,1044,0.128063346,not_preferential,
IV,381984,384081,YDL039C,0,-,2,300,2097,0.127513718,not_preferential,
XIV,215986,217042,YNL231C,0,-,1,150,1056,0.126608081,not_preferential,
XI,608945,611066,YKR090W,0,+,2,259,2121,0.126070847,not_preferential,
III,15797,16880,YCL064C,0,-,1,32,1083,0.123451646,not_preferential,
IV,551859,552948,YDR047W,0,+,1,23,1089,0.122771472,not_preferential,
IX,203555,204653,YIL083C,0,-,1,93,1098,0.121765149,not_preferential,
XI,519526,520624,YKR042W,0,+,1,20,1098,0.121765149,not_preferential,
XII,81460,83710,YLL029W,0,+,2,225,2250,0.118842785,not_preferential,
III,44622,46905,YCL045C,0,-,2,300,2283,0.117124952,not_preferential,
I,203402,208016,YAR050W,0,+,4,555,4614,0.115906487,not_preferential,
I,227741,228953,YAR073W,0,+,1,80,1212,0.110311991,not_preferential,
III,70149,71367,YCL028W,0,+,1,9,1218,0.109768582,not_preferential,
I,33447,34701,YAL061W,0,+,1,21,1254,0.106617331,not_preferential,
I,31566,32940,YAL062W,0,+,1,150,1374,0.097305774,not_preferential,
XII,380821,382252,YLR116W,0,+,1,36,1431,0.093429862,not_preferential,
VII,116058,117561,YGL202W,0,+,1,150,1503,0.08895418,not_preferential,
XIV,196425,197943,YNL241C,0,-,1,12,1518,0.088075187,not_preferential,
VII,117853,120907,YGL201C,0,-,2,177,3054,0.087556079,not_preferential,
V,73770,75327,YEL042W,0,+,1,150,1557,0.085869064,not_preferential,
VI,250162,251803,YFR051C,0,-,1,72,1641,0.081473573,not_preferential,
XIII,363363,366705,YMR047C,0,-,2,288,3342,0.080010852,not_preferential,
XV,939620,943385,YOR330C,0,-,2,300,3765,0.071021585,not_preferential,
IX,389571,393675,YIR019C,0,-,2,273,4104,0.065155036,not_preferential,
XVI,902043,906654,YPR184W,0,+,2,300,4611,0.057990949,not_preferential,
I,334,649,YAL069W,0,+,0,0,315,0,not_preferential,
I,537,792,YAL068W-A,0,+,0,0,255,0,not_preferential,
I,1806,2169,YAL068C,0,-,0,0,363,0,not_preferential,
I,21565,21850,YAL064W,0,+,0,0,285,0,not_preferential,
I,114249,114819,YAL019W-A,0,+,0,0,570,0,not_preferential,
I,126902,128102,YAL015C,0,-,0,0,1200,0,not_preferential,
I,136913,137510,YAL008W,0,+,0,0,597,0,not_preferential,
I,179280,179820,YAR023C,0,-,0,0,540,0,not_preferential,
I,186320,186545,YAR029W,0,+,0,0,225,0,not_preferential,
I,186511,186853,YAR030C,0,-,0,0,342,0,not_preferential,
I,186835,187732,YAR031W,0,+,0,0,897,0,not_preferential,
I,190192,192256,YAR035W,0,+,0,0,2064,0,not_preferential,
I,192336,192417,YAR035C-A,0,-,0,0,81,0,not_preferential,
I,228843,229317,YAR075W,0,+,0,0,474,0,not_preferential,
II,645,1128,YBL113W-A,0,+,0,0,483,0,not_preferential,
II,7604,7733,YBL108C-A,0,-,0,0,129,0,not_preferential,
II,43173,43482,YBL096C,0,-,0,0,309,0,not_preferential,
II,46564,47180,YBL091C-A,0,-,0,0,616,0,not_preferential,
II,135997,136366,YBL044W,0,+,0,0,369,0,not_preferential,
II,160183,161329,YBL032W,0,+,0,0,1146,0,not_preferential,
II,259146,259566,YBR012C,0,-,0,0,420,0,not_preferential,
II,372102,372735,YBR067C,0,-,0,0,633,0,not_preferential,
II,490926,491070,YBR126W-B,0,+,0,0,144,0,not_preferential,
II,536574,537465,YBR147W,0,+,0,0,891,0,not_preferential,
II,614023,614173,YBR196C-A,0,-,0,0,150,0,not_preferential,
II,614525,614630,YBR196C-B,0,-,0,0,105,0,not_preferential,
II,662994,664677,YBR220C,0,-,0,0,1683,0,not_preferential,
II,665152,666253,YBR221C,0,-,0,0,1101,0,not_preferential,
II,666537,666642,YBR221W-A,0,+,0,0,105,0,not_preferential,
II,666719,668351,YBR222C,0,-,0,0,1632,0,not_preferential,
II,668662,670297,YBR223C,0,-,0,0,1635,0,not_preferential,
II,668720,668840,YBR223W-A,0,+,0,0,120,0,not_preferential,
II,670124,670640,YBR224W,0,+,0,0,516,0,not_preferential,
III,22428,23379,YCL059C,0,-,0,0,951,0,not_preferential,
III,23522,23981,YCL058C,0,-,0,0,459,0,not_preferential,
III,23583,23925,YCL058W-A,0,+,0,0,342,0,not_preferential,
III,24031,24325,YCL057C-A,0,-,0,0,294,0,not_preferential,
III,24767,26906,YCL057W,0,+,0,0,2139,0,not_preferential,
III,26924,27359,YCL056C,0,-,0,0,435,0,not_preferential,
III,30909,30996,YCL054W-A,0,+,0,0,87,0,not_preferential,
III,46639,46963,YCL046W,0,+,0,0,324,0,not_preferential,
III,50132,50627,YCL041C,0,-,0,0,495,0,not_preferential,
III,50583,50943,YCL042W,0,+,0,0,360,0,not_preferential,
III,50837,52340,YCL040W,0,+,0,0,1503,0,not_preferential,
III,60840,61173,YCL035C,0,-,0,0,333,0,not_preferential,
III,61657,62722,YCL034W,0,+,0,0,1065,0,not_preferential,
III,62775,63282,YCL033C,0,-,0,0,507,0,not_preferential,
III,68598,69921,YCL029C,0,-,0,0,1323,0,not_preferential,
III,71802,73341,YCL027W,0,+,0,0,1539,0,not_preferential,
III,73404,73986,YCL026C-B,0,-,0,0,582,0,not_preferential,
III,74703,75285,YCL026C-A,0,-,0,0,582,0,not_preferential,
III,103570,104350,YCL010C,0,-,0,0,780,0,not_preferential,
III,104618,105548,YCL009C,0,-,0,0,930,0,not_preferential,
III,315996,316188,YCR108C,0,-,0,0,192,0,not_preferential,
IV,239018,239606,YDL125C,0,-,0,0,588,0,not_preferential,
IV,363951,364779,YDL051W,0,+,0,0,828,0,not_preferential,
IV,364445,364817,YDL050C,0,-,0,0,372,0,not_preferential,
IV,365067,365874,YDL049C,0,-,0,0,807,0,not_preferential,
IV,375679,376480,YDL043C,0,-,0,0,801,0,not_preferential,
IV,378101,378455,YDL041W,0,+,0,0,354,0,not_preferential,
IV,461841,462516,YDR007W,0,+,0,0,675,0,not_preferential,
IV,462251,462602,YDR008C,0,-,0,0,351,0,not_preferential,
IV,626707,628534,YDR091C,0,-,0,0,1827,0,not_preferential,
IV,1125301,1125628,YDR327W,0,+,0,0,327,0,not_preferential,
IV,1125433,1126018,YDR328C,0,-,0,0,585,0,not_preferential,
IV,1490595,1490835,YDR525W-A,0,+,0,0,240,0,not_preferential,
IV,1491074,1491545,YDR526C,0,-,0,0,471,0,not_preferential,
IV,1496164,1496548,YDR529C,0,-,0,0,384,0,not_preferential,
IV,1496790,1497768,YDR530C,0,-,0,0,978,0,not_preferential,
IV,1530862,1531342,YDR545C-A,0,-,0,0,480,0,not_preferential,
V,629,1112,YEL077W-A,0,+,0,0,483,0,not_preferential,
V,4184,5114,YEL076C-A,0,-,0,0,930,0,not_preferential,
V,4463,5114,YEL076C,0,-,0,0,651,0,not_preferential,
V,64708,65167,YEL048C,0,-,0,0,459,0,not_preferential,
V,68839,69265,YEL045C,0,-,0,0,426,0,not_preferential,
V,85044,85545,YEL035C,0,-,0,0,501,0,not_preferential,
V,225888,226854,YER037W,0,+,0,0,966,0,not_preferential,
V,260932,261046,YER053C-A,0,-,0,0,114,0,not_preferential,
V,292065,292551,YER067W,0,+,0,0,486,0,not_preferential,
V,292239,292563,YER067C-A,0,-,0,0,324,0,not_preferential,
V,468369,468816,YER150W,0,+,0,0,447,0,not_preferential,
V,566229,566655,YER187W,0,+,0,0,426,0,not_preferential,
V,575679,576162,YER190C-B,0,-,0,0,483,0,not_preferential,
VI,52,535,YFL068W,0,+,0,0,483,0,not_preferential,
VI,835,1363,YFL067W,0,+,0,0,528,0,not_preferential,
VI,28231,29629,YFL052W,0,+,0,0,1398,0,not_preferential,
VI,99230,99599,YFL020C,0,-,0,0,369,0,not_preferential,
VI,103982,104462,YFL017C,0,-,0,0,480,0,not_preferential,
VI,106414,106732,YFL015W-A,0,+,0,0,318,0,not_preferential,
VI,106468,106963,YFL015C,0,-,0,0,495,0,not_preferential,
VI,169223,169310,YFR012W-A,0,+,0,0,87,0,not_preferential,
VI,172536,173877,YFR014C,0,-,0,0,1341,0,not_preferential,
VI,269060,269516,YFR057W,0,+,0,0,456,0,not_preferential,
VII,22303,23203,YGL254W,0,+,0,0,900,0,not_preferential,
VII,56481,58890,YGL234W,0,+,0,0,2409,0,not_preferential,
VII,123571,124042,YGL199C,0,-,0,0,471,0,not_preferential,
VII,123590,124298,YGL198W,0,+,0,0,708,0,not_preferential,
VII,416145,417036,YGL044C,0,-,0,0,891,0,not_preferential,
VII,474488,475247,YGL011C,0,-,0,0,759,0,not_preferential,
VII,475544,476069,YGL010W,0,+,0,0,525,0,not_preferential,
VII,482940,483027,YGL007C-A,0,-,0,0,87,0,not_preferential,
VII,483259,483637,YGL007W,0,+,0,0,378,0,not_preferential,
VII,495452,496502,YGL001C,0,-,0,0,1050,0,not_preferential,
VII,512496,512823,YGR011W,0,+,0,0,327,0,not_preferential,
VII,521089,522076,YGR015C,0,-,0,0,987,0,not_preferential,
VII,522260,522833,YGR016W,0,+,0,0,573,0,not_preferential,
VII,524364,524694,YGR018C,0,-,0,0,330,0,not_preferential,
VII,526972,527329,YGR020C,0,-,0,0,357,0,not_preferential,
VII,546808,547300,YGR031C-A,0,-,0,0,492,0,not_preferential,
VII,644043,644595,YGR082W,0,+,0,0,552,0,not_preferential,
VII,675670,676342,YGR095C,0,-,0,0,672,0,not_preferential,
VII,676620,677565,YGR096W,0,+,0,0,945,0,not_preferential,
VII,756895,757447,YGR133W,0,+,0,0,552,0,not_preferential,
VII,977335,977776,YGR243W,0,+,0,0,441,0,not_preferential,
VII,985971,986739,YGR248W,0,+,0,0,768,0,not_preferential,
VIII,5662,5797,YHL048C-A,0,-,0,0,135,0,not_preferential,
VIII,53218,54166,YHL026C,0,-,0,0,948,0,not_preferential,
VIII,122549,122765,YHR007C-A,0,-,0,0,216,0,not_preferential,
VIII,122888,123590,YHR008C,0,-,0,0,702,0,not_preferential,
VIII,124108,125680,YHR009C,0,-,0,0,1572,0,not_preferential,
VIII,245421,245502,YHR073C-B,0,-,0,0,81,0,not_preferential,
VIII,486229,486631,YHR191C,0,-,0,0,402,0,not_preferential,
VIII,561198,561681,YHR219C-A,0,-,0,0,483,0,not_preferential,
IX,36898,37252,YIL163C,0,-,0,0,354,0,not_preferential,
IX,37384,38983,YIL162W,0,+,0,0,1599,0,not_preferential,
IX,39432,40140,YIL161W,0,+,0,0,708,0,not_preferential,
IX,47689,47973,YIL156W-B,0,+,0,0,284,0,not_preferential,
IX,55197,56379,YIL153W,0,+,0,0,1182,0,not_preferential,
IX,149142,149988,YIL114C,0,-,0,0,846,0,not_preferential,
IX,177342,177681,YIL100C-A,0,-,0,0,339,0,not_preferential,
IX,177372,177726,YIL100W,0,+,0,0,354,0,not_preferential,
IX,268308,268473,YIL046W-A,0,+,0,0,165,0,not_preferential,
IX,333010,333352,YIL012W,0,+,0,0,342,0,not_preferential,
IX,334881,335529,YIL010W,0,+,0,0,648,0,not_preferential,
IX,335665,336212,YIL009C-A,0,-,0,0,547,0,not_preferential,
IX,365465,369908,YIR006C,0,-,0,0,4443,0,not_preferential,
IX,382627,383425,YIR016W,0,+,0,0,798,0,not_preferential,
IX,384608,385346,YIR018W,0,+,0,0,738,0,not_preferential,
IX,394254,394557,YIR020C,0,-,0,0,303,0,not_preferential,
IX,394916,395159,YIR020W-A,0,+,0,0,243,0,not_preferential,
IX,421025,421790,YIR035C,0,-,0,0,765,0,not_preferential,
X,83447,83819,YJL184W,0,+,0,0,372,0,not_preferential,
X,96160,96529,YJL173C,0,-,0,0,369,0,not_preferential,
X,117244,117787,YJL161W,0,+,0,0,543,0,not_preferential,
X,120448,121690,YJL159W,0,+,0,0,1242,0,not_preferential,
X,337883,338003,YJL052C-A,0,-,0,0,120,0,not_preferential,
X,432643,433000,YJL003W,0,+,0,0,357,0,not_preferential,
X,468000,468333,YJR020W,0,+,0,0,333,0,not_preferential,
X,522047,523862,YJR046W,0,+,0,0,1815,0,not_preferential,
X,604568,605651,YJR094C,0,-,0,0,1083,0,not_preferential,
X,703884,704238,YJR146W,0,+,0,0,354,0,not_preferential,
XI,450,798,YKL225W,0,+,0,0,348,0,not_preferential,
XI,94498,96265,YKL185W,0,+,0,0,1767,0,not_preferential,
XI,98394,98607,YKL183C-A,0,-,0,0,213,0,not_preferential,
XI,171550,172168,YKL147C,0,-,0,0,618,0,not_preferential,
XI,309205,309442,YKL068W-A,0,+,0,0,237,0,not_preferential,
XI,382497,383103,YKL030W,0,+,0,0,606,0,not_preferential,
XI,382715,384725,YKL029C,0,-,0,0,2010,0,not_preferential,
XI,522014,523346,YKR044W,0,+,0,0,1332,0,not_preferential,
XI,525256,525562,YKR047W,0,+,0,0,306,0,not_preferential,
XI,612664,613885,YKR092C,0,-,0,0,1221,0,not_preferential,
XII,6485,6968,YLL066W-A,0,+,0,0,483,0,not_preferential,
XII,11725,12076,YLL065W,0,+,0,0,351,0,not_preferential,
XII,47858,48629,YLL045C,0,-,0,0,771,0,not_preferential,
XII,48215,48662,YLL044W,0,+,0,0,447,0,not_preferential,
XII,201975,202590,YLR029C,0,-,0,0,615,0,not_preferential,
XII,339743,340928,YLR099C,0,-,0,0,1185,0,not_preferential,
XII,341324,341588,YLR099W-A,0,+,0,0,264,0,not_preferential,
XII,342565,342961,YLR101C,0,-,0,0,396,0,not_preferential,
XII,369696,370098,YLR110C,0,-,0,0,402,0,not_preferential,
XII,370390,370723,YLR111W,0,+,0,0,333,0,not_preferential,
XII,370790,371210,YLR112W,0,+,0,0,420,0,not_preferential,
XII,469316,470405,YLR155C,0,-,0,0,1089,0,not_preferential,
XII,472112,472457,YLR156W,0,+,0,0,345,0,not_preferential,
XII,472968,474057,YLR157C,0,-,0,0,1089,0,not_preferential,
XII,475763,475976,YLR157W-D,0,+,0,0,213,0,not_preferential,
XII,482548,483637,YLR158C,0,-,0,0,1089,0,not_preferential,
XII,485344,485689,YLR159W,0,+,0,0,345,0,not_preferential,
XII,486200,487289,YLR160C,0,-,0,0,1089,0,not_preferential,
XII,488996,489341,YLR161W,0,+,0,0,345,0,not_preferential,
XII,507796,510232,YLR176C,0,-,0,0,2436,0,not_preferential,
XII,513161,513821,YLR178C,0,-,0,0,660,0,not_preferential,
XII,514107,514713,YLR179C,0,-,0,0,606,0,not_preferential,
XII,515261,516410,YLR180W,0,+,0,0,1149,0,not_preferential,
XII,516677,517670,YLR181C,0,-,0,0,993,0,not_preferential,
XII,522105,522453,YLR184W,0,+,0,0,348,0,not_preferential,
XII,523631,524390,YLR186W,0,+,0,0,759,0,not_preferential,
XII,535213,536689,YLR190W,0,+,0,0,1476,0,not_preferential,
XII,537271,538432,YLR191W,0,+,0,0,1161,0,not_preferential,
XII,541936,543304,YLR195C,0,-,0,0,1368,0,not_preferential,
XII,552269,552605,YLR204W,0,+,0,0,336,0,not_preferential,
XII,552723,553677,YLR205C,0,-,0,0,954,0,not_preferential,
XII,559550,560444,YLR208W,0,+,0,0,894,0,not_preferential,
XII,777627,777942,YLR322W,0,+,0,0,315,0,not_preferential,
XII,779214,780786,YLR324W,0,+,0,0,1572,0,not_preferential,
XII,783126,783387,YLR327C,0,-,0,0,261,0,not_preferential,
XII,826976,827873,YLR348C,0,-,0,0,897,0,not_preferential,
XII,827520,828027,YLR349W,0,+,0,0,507,0,not_preferential,
XII,954258,954597,YLR415C,0,-,0,0,339,0,not_preferential,
XII,1055069,1055684,YLR456W,0,+,0,0,615,0,not_preferential,
XII,1066264,1066816,YLR463C,0,-,0,0,552,0,not_preferential,
XII,1071593,1071710,YLR466C-B,0,-,0,0,117,0,not_preferential,
XII,1077049,1077532,YLR467C-A,0,-,0,0,483,0,not_preferential,
XIII,1609,2185,YML133W-A,0,+,0,0,576,0,not_preferential,
XIII,28265,29807,YML120C,0,-,0,0,1542,0,not_preferential,
XIII,70137,70311,YML100W-A,0,+,0,0,174,0,not_preferential,
XIII,204385,205408,YML037C,0,-,0,0,1023,0,not_preferential,
XIII,366980,367934,YMR048W,0,+,0,0,954,0,not_preferential,
XIII,406303,407584,YMR068W,0,+,0,0,1281,0,not_preferential,
XIII,407708,408566,YMR069W,0,+,0,0,858,0,not_preferential,
XIII,545154,545730,YMR138W,0,+,0,0,576,0,not_preferential,
XIII,546124,547237,YMR139W,0,+,0,0,1113,0,not_preferential,
XIII,754296,754386,YMR242W-A,0,+,0,0,90,0,not_preferential,
XIV,6560,6719,YNL338W,0,+,0,0,159,0,not_preferential,
XIV,7164,7419,YNL337W,0,+,0,0,255,0,not_preferential,
XIV,498537,498684,YNL067W-A,0,+,0,0,147,0,not_preferential,
XIV,572998,573853,YNL033W,0,+,0,0,855,0,not_preferential,
XIV,599935,601774,YNL018C,0,-,0,0,1839,0,not_preferential,
XIV,602137,602476,YNL017C,0,-,0,0,339,0,not_preferential,
XIV,605383,605611,YNL015W,0,+,0,0,228,0,not_preferential,
XIV,707787,708195,YNR046W,0,+,0,0,408,0,not_preferential,
XIV,744359,745343,YNR062C,0,-,0,0,984,0,not_preferential,
XIV,781917,782280,YNR076W,0,+,0,0,363,0,not_preferential,
XV,584,740,YOL166W-A,0,+,0,0,156,0,not_preferential,
XV,999,1338,YOL166C,0,-,0,0,339,0,not_preferential,
XV,1646,2078,YOL165C,0,-,0,0,432,0,not_preferential,
XV,4129,4312,YOL164W-A,0,+,0,0,183,0,not_preferential,
XV,6174,8115,YOL164W,0,+,0,0,1941,0,not_preferential,
XV,9596,10106,YOL163W,0,+,0,0,510,0,not_preferential,
XV,10118,10766,YOL162W,0,+,0,0,648,0,not_preferential,
XV,11548,11911,YOL161C,0,-,0,0,363,0,not_preferential,
XV,14312,14654,YOL160W,0,+,0,0,342,0,not_preferential,
XV,15232,15505,YOL159C-A,0,-,0,0,273,0,not_preferential,
XV,17280,17796,YOL159C,0,-,0,0,516,0,not_preferential,
XV,73030,73357,YOL131W,0,+,0,0,327,0,not_preferential,
XV,108257,108896,YOL111C,0,-,0,0,639,0,not_preferential,
XV,109175,109889,YOL110W,0,+,0,0,714,0,not_preferential,
XV,161578,161791,YOL085W-A,0,+,0,0,213,0,not_preferential,
XV,161672,162014,YOL085C,0,-,0,0,342,0,not_preferential,
XV,269814,270420,YOL029C,0,-,0,0,606,0,not_preferential,
XV,311341,312367,YOL007C,0,-,0,0,1026,0,not_preferential,
XV,397425,397668,YOR034C-A,0,-,0,0,243,0,not_preferential,
XV,413851,414037,YOR045W,0,+,0,0,186,0,not_preferential,
XV,524604,524814,YOR108C-A,0,-,0,0,210,0,not_preferential,
